0	O	0	O	O	Intravenous	O	O	O
0	S-DRUG	1	O	O	azithromycin	O	O	O
0	O	2	O	O	-	O	O	O
0	O	3	O	O	induced	O	O	O
0	S-AE	4	O	O	ototoxicity	O	O	O
0	O	5	O	O	.	O	O	O

1	4	ADE

1	O	0	O	O	Immobilization	O	O	O
1	O	1	O	O	,	O	O	O
1	O	2	O	O	while	O	O	O
1	O	3	O	O	Paget	O	O	O
1	O	4	O	O	'	O	O	O
1	O	5	O	O	s	O	O	O
1	O	6	O	O	bone	O	O	O
1	O	7	O	O	disease	O	O	O
1	O	8	O	O	was	O	O	O
1	O	9	O	O	present	O	O	O
1	O	10	O	O	,	O	O	O
1	O	11	O	O	and	O	O	O
1	O	12	O	O	perhaps	O	O	O
1	O	13	O	O	enhanced	O	O	O
1	O	14	O	O	activation	O	O	O
1	O	15	O	O	of	O	O	O
1	S-DRUG	16	O	O	dihydrotachysterol	O	O	O
1	O	17	O	O	by	O	O	O
1	O	18	O	O	rifampicin	O	O	O
1	O	19	O	O	,	O	O	O
1	O	20	O	O	could	O	O	O
1	O	21	O	O	have	O	O	O
1	O	22	O	O	led	O	O	O
1	O	23	O	O	to	O	O	O
1	B-AE	24	O	O	increased	O	O	O
1	I-AE	25	O	O	calcium	O	O	O
1	I-AE	26	O	O	-	O	O	O
1	E-AE	27	O	O	release	O	O	O
1	O	28	O	O	into	O	O	O
1	O	29	O	O	the	O	O	O
1	O	30	O	O	circulation	O	O	O
1	O	31	O	O	.	O	O	O

16	27	ADE

2	O	0	O	O	Unaccountable	O	O	O
2	O	1	O	O	severe	O	O	O
2	S-AE	2	O	O	hypercalcemia	O	O	O
2	O	3	O	O	in	O	O	O
2	O	4	O	O	a	O	O	O
2	O	5	O	O	patient	O	O	O
2	O	6	O	O	treated	O	O	O
2	O	7	O	O	for	O	O	O
2	O	8	O	O	hypoparathyroidism	O	O	O
2	O	9	O	O	with	O	O	O
2	S-DRUG	10	O	O	dihydrotachysterol	O	O	O
2	O	11	O	O	.	O	O	O

10	2	ADE

3	O	0	O	O	METHODS	O	O	O
3	O	1	O	O	:	O	O	O
3	O	2	O	O	We	O	O	O
3	O	3	O	O	report	O	O	O
3	O	4	O	O	two	O	O	O
3	O	5	O	O	cases	O	O	O
3	O	6	O	O	of	O	O	O
3	S-AE	7	O	O	pseudoporphyria	O	O	O
3	O	8	O	O	caused	O	O	O
3	O	9	O	O	by	O	O	O
3	S-DRUG	10	O	O	naproxen	O	O	O
3	O	11	O	O	and	O	O	O
3	S-DRUG	12	O	O	oxaprozin	O	O	O
3	O	13	O	O	.	O	O	O

10	7	ADE
12	7	ADE

4	S-DRUG	0	O	O	Naproxen	O	O	O
4	O	1	O	O	,	O	O	O
4	O	2	O	O	the	O	O	O
4	O	3	O	O	most	O	O	O
4	O	4	O	O	common	O	O	O
4	O	5	O	O	offender	O	O	O
4	O	6	O	O	,	O	O	O
4	O	7	O	O	has	O	O	O
4	O	8	O	O	been	O	O	O
4	O	9	O	O	associated	O	O	O
4	O	10	O	O	with	O	O	O
4	O	11	O	O	a	O	O	O
4	O	12	O	O	dimorphic	O	O	O
4	O	13	O	O	clinical	O	O	O
4	O	14	O	O	pattern	O	O	O
4	O	15	O	O	:	O	O	O
4	O	16	O	O	a	O	O	O
4	O	17	O	O	PCT	O	O	O
4	O	18	O	O	-	O	O	O
4	O	19	O	O	like	O	O	O
4	O	20	O	O	presentation	O	O	O
4	O	21	O	O	and	O	O	O
4	O	22	O	O	one	O	O	O
4	O	23	O	O	simulating	O	O	O
4	B-AE	24	O	O	erythropoietic	O	O	O
4	E-AE	25	O	O	protoporphyria	O	O	O
4	O	26	O	O	in	O	O	O
4	O	27	O	O	the	O	O	O
4	O	28	O	O	pediatric	O	O	O
4	O	29	O	O	population	O	O	O
4	O	30	O	O	.	O	O	O

0	25	ADE

5	O	0	O	O	RESULTS	O	O	O
5	O	1	O	O	:	O	O	O
5	O	2	O	O	A	O	O	O
5	O	3	O	O	44	O	O	O
5	O	4	O	O	-	O	O	O
5	O	5	O	O	year	O	O	O
5	O	6	O	O	-	O	O	O
5	O	7	O	O	old	O	O	O
5	O	8	O	O	man	O	O	O
5	O	9	O	O	taking	O	O	O
5	S-DRUG	10	O	O	naproxen	O	O	O
5	O	11	O	O	for	O	O	O
5	O	12	O	O	chronic	O	O	O
5	O	13	O	O	low	O	O	O
5	O	14	O	O	back	O	O	O
5	O	15	O	O	pain	O	O	O
5	O	16	O	O	and	O	O	O
5	O	17	O	O	a	O	O	O
5	O	18	O	O	20	O	O	O
5	O	19	O	O	-	O	O	O
5	O	20	O	O	year	O	O	O
5	O	21	O	O	-	O	O	O
5	O	22	O	O	old	O	O	O
5	O	23	O	O	woman	O	O	O
5	O	24	O	O	on	O	O	O
5	S-DRUG	25	O	O	oxaprozin	O	O	O
